city,timestamp,temperature,season
New York,2010-01-01,7.51877101423608,winter
New York,2010-01-02,3.580188629530409,winter
New York,2010-01-03,9.99210967783355,winter
New York,2010-01-04,2.4817743216227024,winter
New York,2010-01-05,4.5978130148414875,winter
New York,2010-01-06,-1.4152968004998239,winter
New York,2010-01-07,3.849959504553311,winter
New York,2010-01-08,-2.8885931081273197,winter
New York,2010-01-09,2.6499138038945427,winter
New York,2010-01-10,-8.385531212388985,winter
New York,2010-01-11,2.353559924272841,winter
New York,2010-01-12,9.329680909788484,winter
New York,2010-01-13,-2.498672536123901,winter
New York,2010-01-14,1.5719563540750578,winter
New York,2010-01-15,-7.5933403764457585,winter
New York,2010-01-16,-8.32243324328659,winter
New York,2010-01-17,-4.257337128025632,winter
New York,2010-01-18,-2.827349077148164,winter
New York,2010-01-19,2.571122956779721,winter
New York,2010-01-20,-1.236763050920706,winter
New York,2010-01-21,6.7349470167549965,winter
New York,2010-01-22,0.313417459192932,winter
New York,2010-01-23,2.7477478520789935,winter
New York,2010-01-24,2.356252147217597,winter
New York,2010-01-25,-2.527865218558217,winter
New York,2010-01-26,4.785722576221637,winter
New York,2010-01-27,8.834215289327986,winter
New York,2010-01-28,7.529960133948462,winter
New York,2010-01-29,-2.82895256514165,winter
New York,2010-01-30,-7.741311650904504,winter
New York,2010-01-31,-9.508984296361671,winter
New York,2010-02-01,-5.078890379240414,winter
New York,2010-02-02,-0.9040855814780715,winter
New York,2010-02-03,-0.7551828023552288,winter
New York,2010-02-04,5.196024056649744,winter
New York,2010-02-05,1.86500124320201,winter
New York,2010-02-06,-1.6028258158045536,winter
New York,2010-02-07,-3.352330557807706,winter
New York,2010-02-08,-0.2610885411659142,winter
New York,2010-02-09,-2.0797968291051845,winter
New York,2010-02-10,0.7005037561221719,winter
New York,2010-02-11,-0.3012622648713265,winter
New York,2010-02-12,-10.368378800735861,winter
New York,2010-02-13,-0.8023954513515129,winter
New York,2010-02-14,-9.397373492002682,winter
New York,2010-02-15,-6.517503086922161,winter
New York,2010-02-16,1.1686812030140679,winter
New York,2010-02-17,0.4614177695723499,winter
New York,2010-02-18,0.8498264712611686,winter
New York,2010-02-19,-3.136886530468066,winter
New York,2010-02-20,-0.28871694883371435,winter
New York,2010-02-21,-3.0118521370531144,winter
New York,2010-02-22,-0.7981636898885257,winter
New York,2010-02-23,-1.3887723269761567,winter
New York,2010-02-24,2.8201069040269564,winter
New York,2010-02-25,-2.482615684636495,winter
New York,2010-02-26,-1.3043579460114765,winter
New York,2010-02-27,2.6107257346545136,winter
New York,2010-02-28,0.2808083826219633,winter
New York,2010-03-01,9.180359581340955,spring
New York,2010-03-02,10.059322205503642,spring
New York,2010-03-03,15.704708170069685,spring
New York,2010-03-04,-0.8503154324949023,spring
New York,2010-03-05,3.997772995877477,spring
New York,2010-03-06,11.886595573140134,spring
New York,2010-03-07,17.767225877368023,spring
New York,2010-03-08,0.5265668319679868,spring
New York,2010-03-09,5.467178108333121,spring
New York,2010-03-10,13.845407948468505,spring
New York,2010-03-11,10.69198259161773,spring
New York,2010-03-12,14.10933483602158,spring
New York,2010-03-13,13.907380469901632,spring
New York,2010-03-14,11.704852067167051,spring
New York,2010-03-15,3.6944918871043697,spring
New York,2010-03-16,2.7645930972408097,spring
New York,2010-03-17,13.747095015838497,spring
New York,2010-03-18,3.4579749704933196,spring
New York,2010-03-19,-0.1969707036893702,spring
New York,2010-03-20,8.265721460926972,spring
New York,2010-03-21,11.919367534181152,spring
New York,2010-03-22,7.941916126081932,spring
New York,2010-03-23,9.071397740379236,spring
New York,2010-03-24,4.873206185465087,spring
New York,2010-03-25,13.286488191440448,spring
New York,2010-03-26,12.7659408802599,spring
New York,2010-03-27,15.175266425633454,spring
New York,2010-03-28,12.022358261871098,spring
New York,2010-03-29,2.0207332141453804,spring
New York,2010-03-30,14.829417492669005,spring
New York,2010-03-31,7.619418796186788,spring
New York,2010-04-01,3.530029294645624,spring
New York,2010-04-02,9.290551792137517,spring
New York,2010-04-03,3.4406158260541027,spring
New York,2010-04-04,7.36112008563841,spring
New York,2010-04-05,12.230306910207133,spring
New York,2010-04-06,17.86032824572394,spring
New York,2010-04-07,13.905359712188364,spring
New York,2010-04-08,7.10825171016686,spring
New York,2010-04-09,10.048333664228833,spring
New York,2010-04-10,8.961990267407943,spring
New York,2010-04-11,11.070894481742,spring
New York,2010-04-12,15.237173948619766,spring
New York,2010-04-13,5.261615949111108,spring
New York,2010-04-14,11.336972948687842,spring
New York,2010-04-15,5.650230606518452,spring
New York,2010-04-16,11.238333796430235,spring
New York,2010-04-17,12.458501219169904,spring
New York,2010-04-18,5.9882308937321795,spring
New York,2010-04-19,3.0662059593194986,spring
New York,2010-04-20,8.927211359735685,spring
New York,2010-04-21,8.338232800525727,spring
New York,2010-04-22,5.362760165666175,spring
New York,2010-04-23,12.250015672234875,spring
New York,2010-04-24,17.4229851625016,spring
New York,2010-04-25,10.991470250452231,spring
New York,2010-04-26,9.13505739024242,spring
New York,2010-04-27,3.6272230948638953,spring
New York,2010-04-28,15.0191205637393,spring
New York,2010-04-29,7.3372346546784275,spring
New York,2010-04-30,10.486437180350446,spring
New York,2010-05-01,6.882568490413253,spring
New York,2010-05-02,7.3836910788969075,spring
New York,2010-05-03,9.296144599622915,spring
New York,2010-05-04,4.909241590356036,spring
New York,2010-05-05,10.861771817915914,spring
New York,2010-05-06,10.74269903270175,spring
New York,2010-05-07,16.784632794906013,spring
New York,2010-05-08,8.43273589432793,spring
New York,2010-05-09,5.410693890807448,spring
New York,2010-05-10,16.948798683233584,spring
New York,2010-05-11,17.41897435203444,spring
New York,2010-05-12,8.237807280222388,spring
New York,2010-05-13,11.713692404538724,spring
New York,2010-05-14,14.9386298182203,spring
New York,2010-05-15,9.041500118024269,spring
New York,2010-05-16,21.96820448045589,spring
New York,2010-05-17,6.8928519938417345,spring
New York,2010-05-18,10.147014620192179,spring
New York,2010-05-19,14.312879769881022,spring
New York,2010-05-20,2.9979196928962395,spring
New York,2010-05-21,11.720203865043077,spring
New York,2010-05-22,7.261037090769609,spring
New York,2010-05-23,5.01937517116267,spring
New York,2010-05-24,20.155749838891587,spring
New York,2010-05-25,-0.11077682918039855,spring
New York,2010-05-26,11.840782190795048,spring
New York,2010-05-27,8.752390413146964,spring
New York,2010-05-28,13.142801013026633,spring
New York,2010-05-29,5.659130483648624,spring
New York,2010-05-30,9.44638866145967,spring
New York,2010-05-31,10.712222799061543,spring
New York,2010-06-01,21.818327621441163,summer
New York,2010-06-02,20.67445322123283,summer
New York,2010-06-03,24.15159291192825,summer
New York,2010-06-04,14.929509828139153,summer
New York,2010-06-05,17.931708629030197,summer
New York,2010-06-06,26.467505354065622,summer
New York,2010-06-07,20.39857444067242,summer
New York,2010-06-08,28.560930840017217,summer
New York,2010-06-09,21.537143035140094,summer
New York,2010-06-10,18.742087478511024,summer
New York,2010-06-11,25.521608962491396,summer
New York,2010-06-12,30.78302930540815,summer
New York,2010-06-13,26.47498252268369,summer
New York,2010-06-14,23.991292753245773,summer
New York,2010-06-15,25.169784284394694,summer
New York,2010-06-16,24.3430735013466,summer
New York,2010-06-17,28.30442835844204,summer
New York,2010-06-18,20.596065256932995,summer
New York,2010-06-19,22.41033598562714,summer
New York,2010-06-20,25.755600122042694,summer
New York,2010-06-21,24.51297846334051,summer
New York,2010-06-22,25.74266122141919,summer
New York,2010-06-23,23.62703546465974,summer
New York,2010-06-24,27.78875630559682,summer
New York,2010-06-25,25.468290405806375,summer
New York,2010-06-26,26.153414958172124,summer
New York,2010-06-27,34.59464912470201,summer
New York,2010-06-28,23.468102282578588,summer
New York,2010-06-29,25.24969638984306,summer
New York,2010-06-30,20.28349091740842,summer
New York,2010-07-01,22.330523678338476,summer
New York,2010-07-02,19.213637034479596,summer
New York,2010-07-03,19.818438462285616,summer
New York,2010-07-04,20.176477655608238,summer
New York,2010-07-05,20.816032637239324,summer
New York,2010-07-06,28.77283234856837,summer
New York,2010-07-07,18.738524480496586,summer
New York,2010-07-08,35.09057205962772,summer
New York,2010-07-09,26.934654042828733,summer
New York,2010-07-10,28.202548201963232,summer
New York,2010-07-11,22.743164252205784,summer
New York,2010-07-12,29.286789949884554,summer
New York,2010-07-13,27.8015453972098,summer
New York,2010-07-14,19.040859182285395,summer
New York,2010-07-15,22.87370747263896,summer
New York,2010-07-16,27.96704594597228,summer
New York,2010-07-17,26.092496757472286,summer
New York,2010-07-18,16.02198377323908,summer
New York,2010-07-19,24.502720593625398,summer
New York,2010-07-20,26.431958286293035,summer
New York,2010-07-21,25.63087380067247,summer
New York,2010-07-22,26.054555157804806,summer
New York,2010-07-23,23.44424951180715,summer
New York,2010-07-24,23.00565765701374,summer
New York,2010-07-25,17.31086423031121,summer
New York,2010-07-26,32.29256126782305,summer
New York,2010-07-27,26.944810121306574,summer
New York,2010-07-28,26.036199613707254,summer
New York,2010-07-29,33.068459893493554,summer
New York,2010-07-30,25.71911424502621,summer
New York,2010-07-31,20.85341088886904,summer
New York,2010-08-01,19.460049279511637,summer
New York,2010-08-02,27.71785477326995,summer
New York,2010-08-03,17.478709668713016,summer
New York,2010-08-04,26.122777971801998,summer
New York,2010-08-05,25.04948220941205,summer
New York,2010-08-06,31.163388591312454,summer
New York,2010-08-07,36.91101737429461,summer
New York,2010-08-08,21.883605599366895,summer
New York,2010-08-09,26.561975860172193,summer
New York,2010-08-10,28.210411204519414,summer
New York,2010-08-11,20.977218741106576,summer
New York,2010-08-12,23.867606041819705,summer
New York,2010-08-13,22.88938245053275,summer
New York,2010-08-14,29.948220802650148,summer
New York,2010-08-15,27.512969251085803,summer
New York,2010-08-16,26.662743901829856,summer
New York,2010-08-17,26.072506592009635,summer
New York,2010-08-18,27.4515529684268,summer
New York,2010-08-19,23.76073407567466,summer
New York,2010-08-20,24.440824432292597,summer
New York,2010-08-21,34.50743059096759,summer
New York,2010-08-22,31.805730206298726,summer
New York,2010-08-23,25.543853023984795,summer
New York,2010-08-24,23.539549501730555,summer
New York,2010-08-25,24.52492071151075,summer
New York,2010-08-26,21.36956211208284,summer
New York,2010-08-27,19.573275783162803,summer
New York,2010-08-28,24.42327525225446,summer
New York,2010-08-29,27.17162368889684,summer
New York,2010-08-30,25.83457279121997,summer
New York,2010-08-31,29.0705139671018,summer
New York,2010-09-01,10.418489170045794,autumn
New York,2010-09-02,18.12411045377258,autumn
New York,2010-09-03,15.713583157708802,autumn
New York,2010-09-04,18.914616471974718,autumn
